web-scraper-order,web-scraper-start-url,containers,containers-href,prix,superficie ,adresse,image-src
"1739888437-1","https://sn.coinafrique.com/categorie/terrains","Terrain - Morolan","https://sn.coinafrique.com/annonce/terrains/terrain-morolan-5182058","Prix sur demande","1000 m2","Thies, Sénégal","https://images.coinafrique.com/thumb_5182058_uploaded_image1_1739357438.jpg"
"1739888437-2","https://sn.coinafrique.com/categorie/terrains","Terrain - Morolan","https://sn.coinafrique.com/annonce/terrains/terrain-morolan-5182058","Prix sur demande","1000 m2","Thies, Sénégal","https://images.coinafrique.com/thumb_4251708_uploaded_image1_1686474840.jpg"
"1739888437-3","https://sn.coinafrique.com/categorie/terrains","Terrain - Morolan","https://sn.coinafrique.com/annonce/terrains/terrain-morolan-5182058","Prix sur demande","1000 m2","Thies, Sénégal","https://images.coinafrique.com/thumb_4246613_uploaded_image1_1686150379.jpg"
"1739888437-4","https://sn.coinafrique.com/categorie/terrains","Terrain - Morolan","https://sn.coinafrique.com/annonce/terrains/terrain-morolan-5182058","Prix sur demande","1000 m2","Thies, Sénégal","https://images.coinafrique.com/thumb_4088894_uploaded_image1_1675990711.jpg"
"1739888437-5","https://sn.coinafrique.com/categorie/terrains","Terrain - Morolan","https://sn.coinafrique.com/annonce/terrains/terrain-morolan-5182058","Prix sur demande","1000 m2","Thies, Sénégal","https://images.coinafrique.com/thumb_3742222_uploaded_image1_1655226013.jpg"
"1739888439-6","https://sn.coinafrique.com/categorie/terrains","Terrain 300 m² - Yenne","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-yenne-5166804","8 000 000 CFA","300","Toubab Dialao, Sénégal","https://images.coinafrique.com/thumb_5166842_uploaded_image1_1738582024.jpg"
"1739888439-7","https://sn.coinafrique.com/categorie/terrains","Terrain 300 m² - Yenne","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-yenne-5166804","8 000 000 CFA","300","Toubab Dialao, Sénégal","https://images.coinafrique.com/thumb_5166804_uploaded_image1_1738581267.jpg"
"1739888439-8","https://sn.coinafrique.com/categorie/terrains","Terrain 300 m² - Yenne","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-yenne-5166804","8 000 000 CFA","300","Toubab Dialao, Sénégal","https://images.coinafrique.com/thumb_5155221_uploaded_image1_1737981256.jpg"
"1739888439-9","https://sn.coinafrique.com/categorie/terrains","Terrain 300 m² - Yenne","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-yenne-5166804","8 000 000 CFA","300","Toubab Dialao, Sénégal","https://images.coinafrique.com/thumb_4852676_uploaded_image1_1721489889.jpg"
"1739888439-10","https://sn.coinafrique.com/categorie/terrains","Terrain 300 m² - Yenne","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-yenne-5166804","8 000 000 CFA","300","Toubab Dialao, Sénégal","https://images.coinafrique.com/thumb_4571643_uploaded_image1_1706731773.jpg"
"1739888439-11","https://sn.coinafrique.com/categorie/terrains","Terrain 300 m² - Yenne","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-yenne-5166804","8 000 000 CFA","300","Toubab Dialao, Sénégal","https://images.coinafrique.com/thumb_4044536_uploaded_image1_1673432943.jpg"
"1739888439-12","https://sn.coinafrique.com/categorie/terrains","Terrain 300 m² - Yenne","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-yenne-5166804","8 000 000 CFA","300","Toubab Dialao, Sénégal","https://images.coinafrique.com/thumb_4032484_uploaded_image1_1672760653.jpg"
"1739888439-13","https://sn.coinafrique.com/categorie/terrains","Terrain 300 m² - Yenne","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-yenne-5166804","8 000 000 CFA","300","Toubab Dialao, Sénégal","https://images.coinafrique.com/thumb_4037757_uploaded_image1_1673020953.jpg"
"1739888439-14","https://sn.coinafrique.com/categorie/terrains","Terrain 300 m² - Yenne","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-yenne-5166804","8 000 000 CFA","300","Toubab Dialao, Sénégal","https://images.coinafrique.com/thumb_4315491_uploaded_image1_1690809566.jpg"
"1739888439-15","https://sn.coinafrique.com/categorie/terrains","Terrain 300 m² - Yenne","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-yenne-5166804","8 000 000 CFA","300","Toubab Dialao, Sénégal","https://images.coinafrique.com/thumb_2433538_uploaded_image1_1594641710.jpg"
"1739888439-16","https://sn.coinafrique.com/categorie/terrains","Terrain 300 m² - Yenne","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-yenne-5166804","8 000 000 CFA","300","Toubab Dialao, Sénégal","https://images.coinafrique.com/thumb_4518143_uploaded_image1_1703791218.jpg"
"1739888439-17","https://sn.coinafrique.com/categorie/terrains","Terrain 300 m² - Yenne","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-yenne-5166804","8 000 000 CFA","300","Toubab Dialao, Sénégal","https://images.coinafrique.com/thumb_3380608_uploaded_image1_1633969582.jpg"
"1739888442-18","https://sn.coinafrique.com/categorie/terrains","Terrain 150 m² - Yenne Nditakh","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-yenne-nditakh-5166828","1 500 000 CFA","150","Toubab Dialao, Sénégal","https://images.coinafrique.com/thumb_5166828_uploaded_image1_1738581721.jpg"
"1739888442-19","https://sn.coinafrique.com/categorie/terrains","Terrain 150 m² - Yenne Nditakh","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-yenne-nditakh-5166828","1 500 000 CFA","150","Toubab Dialao, Sénégal","https://images.coinafrique.com/thumb_5155239_uploaded_image1_1737981934.jpg"
"1739888444-20","https://sn.coinafrique.com/categorie/terrains","Terrain 300 m² - Yenne","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-yenne-5166842","7 000 000 CFA","300","Toubab Dialao, Sénégal","https://images.coinafrique.com/thumb_5166842_uploaded_image1_1738582024.jpg"
"1739888444-21","https://sn.coinafrique.com/categorie/terrains","Terrain 300 m² - Yenne","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-yenne-5166842","7 000 000 CFA","300","Toubab Dialao, Sénégal","https://images.coinafrique.com/thumb_5166804_uploaded_image1_1738581267.jpg"
"1739888444-22","https://sn.coinafrique.com/categorie/terrains","Terrain 300 m² - Yenne","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-yenne-5166842","7 000 000 CFA","300","Toubab Dialao, Sénégal","https://images.coinafrique.com/thumb_5155221_uploaded_image1_1737981256.jpg"
"1739888444-23","https://sn.coinafrique.com/categorie/terrains","Terrain 300 m² - Yenne","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-yenne-5166842","7 000 000 CFA","300","Toubab Dialao, Sénégal","https://images.coinafrique.com/thumb_4852676_uploaded_image1_1721489889.jpg"
"1739888444-24","https://sn.coinafrique.com/categorie/terrains","Terrain 300 m² - Yenne","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-yenne-5166842","7 000 000 CFA","300","Toubab Dialao, Sénégal","https://images.coinafrique.com/thumb_4571643_uploaded_image1_1706731773.jpg"
"1739888444-25","https://sn.coinafrique.com/categorie/terrains","Terrain 300 m² - Yenne","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-yenne-5166842","7 000 000 CFA","300","Toubab Dialao, Sénégal","https://images.coinafrique.com/thumb_4044536_uploaded_image1_1673432943.jpg"
"1739888444-26","https://sn.coinafrique.com/categorie/terrains","Terrain 300 m² - Yenne","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-yenne-5166842","7 000 000 CFA","300","Toubab Dialao, Sénégal","https://images.coinafrique.com/thumb_4032484_uploaded_image1_1672760653.jpg"
"1739888444-27","https://sn.coinafrique.com/categorie/terrains","Terrain 300 m² - Yenne","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-yenne-5166842","7 000 000 CFA","300","Toubab Dialao, Sénégal","https://images.coinafrique.com/thumb_4037757_uploaded_image1_1673020953.jpg"
"1739888444-28","https://sn.coinafrique.com/categorie/terrains","Terrain 300 m² - Yenne","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-yenne-5166842","7 000 000 CFA","300","Toubab Dialao, Sénégal","https://images.coinafrique.com/thumb_4315491_uploaded_image1_1690809566.jpg"
"1739888444-29","https://sn.coinafrique.com/categorie/terrains","Terrain 300 m² - Yenne","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-yenne-5166842","7 000 000 CFA","300","Toubab Dialao, Sénégal","https://images.coinafrique.com/thumb_2433538_uploaded_image1_1594641710.jpg"
"1739888444-30","https://sn.coinafrique.com/categorie/terrains","Terrain 300 m² - Yenne","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-yenne-5166842","7 000 000 CFA","300","Toubab Dialao, Sénégal","https://images.coinafrique.com/thumb_4518143_uploaded_image1_1703791218.jpg"
"1739888444-31","https://sn.coinafrique.com/categorie/terrains","Terrain 300 m² - Yenne","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-yenne-5166842","7 000 000 CFA","300","Toubab Dialao, Sénégal","https://images.coinafrique.com/thumb_3380608_uploaded_image1_1633969582.jpg"
"1739888447-32","https://sn.coinafrique.com/categorie/terrains","Terrains 172m² - Dieuppeul-derklé","https://sn.coinafrique.com/annonce/terrains/terrains-172m-dieuppeul-derkle-5136982","120 000 000 CFA","172","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_5136982_uploaded_image1_1736975256.jpg"
"1739888449-33","https://sn.coinafrique.com/categorie/terrains","Terrain 225m`  - Diass Landou","https://sn.coinafrique.com/annonce/terrains/terrain-225m-diass-landou-5136552","1 800 000 CFA","225","Thies, Sénégal","https://images.coinafrique.com/thumb_5136552_uploaded_image1_1736960823.jpg"
"1739888449-34","https://sn.coinafrique.com/categorie/terrains","Terrain 225m`  - Diass Landou","https://sn.coinafrique.com/annonce/terrains/terrain-225m-diass-landou-5136552","1 800 000 CFA","225","Thies, Sénégal","https://images.coinafrique.com/thumb_4387587_uploaded_image1_1695421094.jpg"
"1739888449-35","https://sn.coinafrique.com/categorie/terrains","Terrain 225m`  - Diass Landou","https://sn.coinafrique.com/annonce/terrains/terrain-225m-diass-landou-5136552","1 800 000 CFA","225","Thies, Sénégal","https://images.coinafrique.com/thumb_4344069_uploaded_image1_1692617164.jpg"
"1739888449-36","https://sn.coinafrique.com/categorie/terrains","Terrain 225m`  - Diass Landou","https://sn.coinafrique.com/annonce/terrains/terrain-225m-diass-landou-5136552","1 800 000 CFA","225","Thies, Sénégal","https://images.coinafrique.com/thumb_5041100_uploaded_image1_1731465746.jpg"
"1739888453-37","https://sn.coinafrique.com/categorie/terrains","Terrains 200m² - Ouest foire","https://sn.coinafrique.com/annonce/terrains/terrains-200m-ouest-foire-5136613","160 000 000 CFA","200","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5136613_uploaded_image1_1736962808.jpg"
"1739888453-38","https://sn.coinafrique.com/categorie/terrains","Terrains 200m² - Ouest foire","https://sn.coinafrique.com/annonce/terrains/terrains-200m-ouest-foire-5136613","160 000 000 CFA","200","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_3598200_uploaded_image1_1646683300.jpg"
"1739888453-39","https://sn.coinafrique.com/categorie/terrains","Terrains 200m² - Ouest foire","https://sn.coinafrique.com/annonce/terrains/terrains-200m-ouest-foire-5136613","160 000 000 CFA","200","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_2639396_uploaded_image1_1600605891.jpg"
"1739888453-40","https://sn.coinafrique.com/categorie/terrains","Terrains 200m² - Ouest foire","https://sn.coinafrique.com/annonce/terrains/terrains-200m-ouest-foire-5136613","160 000 000 CFA","200","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_3618161_uploaded_image1_1647895445.jpg"
"1739888453-41","https://sn.coinafrique.com/categorie/terrains","Terrains 200m² - Ouest foire","https://sn.coinafrique.com/annonce/terrains/terrains-200m-ouest-foire-5136613","160 000 000 CFA","200","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_3615939_uploaded_image1_1647730910.jpg"
"1739888453-42","https://sn.coinafrique.com/categorie/terrains","Terrains 200m² - Ouest foire","https://sn.coinafrique.com/annonce/terrains/terrains-200m-ouest-foire-5136613","160 000 000 CFA","200","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_2474159_uploaded_image1_1595510083.jpg"
"1739888453-43","https://sn.coinafrique.com/categorie/terrains","Terrains 200m² - Ouest foire","https://sn.coinafrique.com/annonce/terrains/terrains-200m-ouest-foire-5136613","160 000 000 CFA","200","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_2448725_uploaded_image1_1594941628.jpg"
"1739888453-44","https://sn.coinafrique.com/categorie/terrains","Terrains 200m² - Ouest foire","https://sn.coinafrique.com/annonce/terrains/terrains-200m-ouest-foire-5136613","160 000 000 CFA","200","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_2139945_uploaded_image1_1589904123.jpg"
"1739888453-45","https://sn.coinafrique.com/categorie/terrains","Terrains 200m² - Ouest foire","https://sn.coinafrique.com/annonce/terrains/terrains-200m-ouest-foire-5136613","160 000 000 CFA","200","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4454073_uploaded_image1_1699734324.jpg"
"1739888455-46","https://sn.coinafrique.com/categorie/terrains","Terrain 225 m² - Daga Kholpa","https://sn.coinafrique.com/annonce/terrains/terrain-225-m-daga-kholpa-5139561","2 000 000 CFA","225","Ndiass, Sénégal","https://images.coinafrique.com/thumb_5181961_uploaded_image1_1739353442.jpg"
"1739888455-47","https://sn.coinafrique.com/categorie/terrains","Terrain 225 m² - Daga Kholpa","https://sn.coinafrique.com/annonce/terrains/terrain-225-m-daga-kholpa-5139561","2 000 000 CFA","225","Ndiass, Sénégal","https://images.coinafrique.com/thumb_5139561_uploaded_image1_1737113426.jpg"
"1739888455-48","https://sn.coinafrique.com/categorie/terrains","Terrain 225 m² - Daga Kholpa","https://sn.coinafrique.com/annonce/terrains/terrain-225-m-daga-kholpa-5139561","2 000 000 CFA","225","Ndiass, Sénégal","https://images.coinafrique.com/thumb_2714360_uploaded_image1_1603470704.jpg"
"1739888455-49","https://sn.coinafrique.com/categorie/terrains","Terrain 225 m² - Daga Kholpa","https://sn.coinafrique.com/annonce/terrains/terrain-225-m-daga-kholpa-5139561","2 000 000 CFA","225","Ndiass, Sénégal","https://images.coinafrique.com/thumb_2696911_uploaded_image1_1602768350.jpg"
"1739888455-50","https://sn.coinafrique.com/categorie/terrains","Terrain 225 m² - Daga Kholpa","https://sn.coinafrique.com/annonce/terrains/terrain-225-m-daga-kholpa-5139561","2 000 000 CFA","225","Ndiass, Sénégal","https://images.coinafrique.com/thumb_3927084_uploaded_image2_1666184232.jpeg"
"1739888459-51","https://sn.coinafrique.com/categorie/terrains","Terrains 300m2 -Gandigal","https://sn.coinafrique.com/annonce/terrains/terrains-300m2-gandigal-5139823","12 000 000 CFA","300","Saly, Sénégal","https://images.coinafrique.com/thumb_5139823_uploaded_image1_1737121826.jpg"
"1739888459-52","https://sn.coinafrique.com/categorie/terrains","Terrains 300m2 -Gandigal","https://sn.coinafrique.com/annonce/terrains/terrains-300m2-gandigal-5139823","12 000 000 CFA","300","Saly, Sénégal","https://images.coinafrique.com/thumb_4404891_uploaded_image1_1696552518.jpg"
"1739888459-53","https://sn.coinafrique.com/categorie/terrains","Terrains 300m2 -Gandigal","https://sn.coinafrique.com/annonce/terrains/terrains-300m2-gandigal-5139823","12 000 000 CFA","300","Saly, Sénégal","https://images.coinafrique.com/thumb_3584352_uploaded_image1_1645922505.jpg"
"1739888459-54","https://sn.coinafrique.com/categorie/terrains","Terrains 300m2 -Gandigal","https://sn.coinafrique.com/annonce/terrains/terrains-300m2-gandigal-5139823","12 000 000 CFA","300","Saly, Sénégal","https://images.coinafrique.com/thumb_2241878_uploaded_image1_1591519548.jpg"
"1739888459-55","https://sn.coinafrique.com/categorie/terrains","Terrains 300m2 -Gandigal","https://sn.coinafrique.com/annonce/terrains/terrains-300m2-gandigal-5139823","12 000 000 CFA","300","Saly, Sénégal","https://images.coinafrique.com/thumb_5148699_uploaded_image1_1737605491.jpg"
"1739888459-56","https://sn.coinafrique.com/categorie/terrains","Terrains 300m2 -Gandigal","https://sn.coinafrique.com/annonce/terrains/terrains-300m2-gandigal-5139823","12 000 000 CFA","300","Saly, Sénégal","https://images.coinafrique.com/thumb_4563940_uploaded_image1_1706273866.jpg"
"1739888459-57","https://sn.coinafrique.com/categorie/terrains","Terrains 300m2 -Gandigal","https://sn.coinafrique.com/annonce/terrains/terrains-300m2-gandigal-5139823","12 000 000 CFA","300","Saly, Sénégal","https://images.coinafrique.com/thumb_4089190_uploaded_image1_1676024023.jpg"
"1739888459-58","https://sn.coinafrique.com/categorie/terrains","Terrains 300m2 -Gandigal","https://sn.coinafrique.com/annonce/terrains/terrains-300m2-gandigal-5139823","12 000 000 CFA","300","Saly, Sénégal","https://images.coinafrique.com/thumb_4037344_uploaded_image1_1673006625.jpg"
"1739888459-59","https://sn.coinafrique.com/categorie/terrains","Terrains 300m2 -Gandigal","https://sn.coinafrique.com/annonce/terrains/terrains-300m2-gandigal-5139823","12 000 000 CFA","300","Saly, Sénégal","https://images.coinafrique.com/thumb_3934521_uploaded_image1_1666645083.jpg"
"1739888459-60","https://sn.coinafrique.com/categorie/terrains","Terrains 300m2 -Gandigal","https://sn.coinafrique.com/annonce/terrains/terrains-300m2-gandigal-5139823","12 000 000 CFA","300","Saly, Sénégal","https://images.coinafrique.com/thumb_3715952_uploaded_image1_1653782516.jpg"
"1739888459-61","https://sn.coinafrique.com/categorie/terrains","Terrains 300m2 -Gandigal","https://sn.coinafrique.com/annonce/terrains/terrains-300m2-gandigal-5139823","12 000 000 CFA","300","Saly, Sénégal","https://images.coinafrique.com/thumb_3497645_uploaded_image1_1640463278.jpg"
"1739888459-62","https://sn.coinafrique.com/categorie/terrains","Terrains 300m2 -Gandigal","https://sn.coinafrique.com/annonce/terrains/terrains-300m2-gandigal-5139823","12 000 000 CFA","300","Saly, Sénégal","https://images.coinafrique.com/thumb_3053586_uploaded_image1_1618177737.jpg"
"1739888462-63","https://sn.coinafrique.com/categorie/terrains","Terrains 380m² - Almadies","https://sn.coinafrique.com/annonce/terrains/terrains-380m-almadies-5133539","320 000 000 CFA","","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5133539_uploaded_image1_1736812687.jpg"
"1739888462-64","https://sn.coinafrique.com/categorie/terrains","Terrains 380m² - Almadies","https://sn.coinafrique.com/annonce/terrains/terrains-380m-almadies-5133539","320 000 000 CFA","","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5088928_uploaded_image1_1734021941.jpg"
"1739888462-65","https://sn.coinafrique.com/categorie/terrains","Terrains 380m² - Almadies","https://sn.coinafrique.com/annonce/terrains/terrains-380m-almadies-5133539","320 000 000 CFA","","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5084216_uploaded_image1_1733788854.jpg"
"1739888462-66","https://sn.coinafrique.com/categorie/terrains","Terrains 380m² - Almadies","https://sn.coinafrique.com/annonce/terrains/terrains-380m-almadies-5133539","320 000 000 CFA","","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5064101_uploaded_image1_1732707928.jpg"
"1739888462-67","https://sn.coinafrique.com/categorie/terrains","Terrains 380m² - Almadies","https://sn.coinafrique.com/annonce/terrains/terrains-380m-almadies-5133539","320 000 000 CFA","","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5055749_uploaded_image1_1732232944.jpg"
"1739888464-68","https://sn.coinafrique.com/categorie/terrains","Terrains  - Kounoune","https://sn.coinafrique.com/annonce/terrains/terrains-kounoune-5167871","11 000 000 CFA","","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5177615_uploaded_image1_1739119600.jpg"
"1739888464-69","https://sn.coinafrique.com/categorie/terrains","Terrains  - Kounoune","https://sn.coinafrique.com/annonce/terrains/terrains-kounoune-5167871","11 000 000 CFA","","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5181121_uploaded_image1_1739294420.jpg"
"1739888464-70","https://sn.coinafrique.com/categorie/terrains","Terrains  - Kounoune","https://sn.coinafrique.com/annonce/terrains/terrains-kounoune-5167871","11 000 000 CFA","","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5167871_uploaded_image2_1738614116.jpeg"
"1739888464-71","https://sn.coinafrique.com/categorie/terrains","Terrains  - Kounoune","https://sn.coinafrique.com/annonce/terrains/terrains-kounoune-5167871","11 000 000 CFA","","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5173499_uploaded_image1_1738862635.jpg"
"1739888464-72","https://sn.coinafrique.com/categorie/terrains","Terrains  - Kounoune","https://sn.coinafrique.com/annonce/terrains/terrains-kounoune-5167871","11 000 000 CFA","","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5153184_uploaded_image1_1737839053.jpg"
"1739888464-73","https://sn.coinafrique.com/categorie/terrains","Terrains  - Kounoune","https://sn.coinafrique.com/annonce/terrains/terrains-kounoune-5167871","11 000 000 CFA","","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4773718_uploaded_image1_1717238424.jpg"
"1739888464-74","https://sn.coinafrique.com/categorie/terrains","Terrains  - Kounoune","https://sn.coinafrique.com/annonce/terrains/terrains-kounoune-5167871","11 000 000 CFA","","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4608535_uploaded_image1_1708700353.jpg"
"1739888464-75","https://sn.coinafrique.com/categorie/terrains","Terrains  - Kounoune","https://sn.coinafrique.com/annonce/terrains/terrains-kounoune-5167871","11 000 000 CFA","","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4532041_uploaded_image1_1704625472.jpg"
"1739888464-76","https://sn.coinafrique.com/categorie/terrains","Terrains  - Kounoune","https://sn.coinafrique.com/annonce/terrains/terrains-kounoune-5167871","11 000 000 CFA","","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4418634_uploaded_image1_1697451132.27.jpeg"
"1739888464-77","https://sn.coinafrique.com/categorie/terrains","Terrains  - Kounoune","https://sn.coinafrique.com/annonce/terrains/terrains-kounoune-5167871","11 000 000 CFA","","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4336257_uploaded_image1_1692110786.jpg"
"1739888464-78","https://sn.coinafrique.com/categorie/terrains","Terrains  - Kounoune","https://sn.coinafrique.com/annonce/terrains/terrains-kounoune-5167871","11 000 000 CFA","","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4223229_uploaded_image1_1684570199.jpg"
"1739888464-79","https://sn.coinafrique.com/categorie/terrains","Terrains  - Kounoune","https://sn.coinafrique.com/annonce/terrains/terrains-kounoune-5167871","11 000 000 CFA","","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4166023_uploaded_image1_1680797526.jpg"
"1739888468-80","https://sn.coinafrique.com/categorie/terrains","Terrain -  Onomo","https://sn.coinafrique.com/annonce/terrains/terrain-onomo-5183274","90 000 000 CFA","160","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5184502_uploaded_image1_1739464733.jpg"
"1739888468-81","https://sn.coinafrique.com/categorie/terrains","Terrain -  Onomo","https://sn.coinafrique.com/annonce/terrains/terrain-onomo-5183274","90 000 000 CFA","160","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5183274_uploaded_image1_1739402621.jpg"
"1739888468-82","https://sn.coinafrique.com/categorie/terrains","Terrain -  Onomo","https://sn.coinafrique.com/annonce/terrains/terrain-onomo-5183274","90 000 000 CFA","160","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4913292_uploaded_image1_1724754355.jpg"
"1739888468-83","https://sn.coinafrique.com/categorie/terrains","Terrain -  Onomo","https://sn.coinafrique.com/annonce/terrains/terrain-onomo-5183274","90 000 000 CFA","160","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4906662_uploaded_image1_1724346527.jpg"
"1739888468-84","https://sn.coinafrique.com/categorie/terrains","Terrain -  Onomo","https://sn.coinafrique.com/annonce/terrains/terrain-onomo-5183274","90 000 000 CFA","160","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4570740_uploaded_image1_1706701450.jpg"
"1739888468-85","https://sn.coinafrique.com/categorie/terrains","Terrain -  Onomo","https://sn.coinafrique.com/annonce/terrains/terrain-onomo-5183274","90 000 000 CFA","160","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4605507_uploaded_image1_1708550880.jpg"
"1739888468-86","https://sn.coinafrique.com/categorie/terrains","Terrain -  Onomo","https://sn.coinafrique.com/annonce/terrains/terrain-onomo-5183274","90 000 000 CFA","160","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4605492_uploaded_image1_1708550467.jpg"
"1739888468-87","https://sn.coinafrique.com/categorie/terrains","Terrain -  Onomo","https://sn.coinafrique.com/annonce/terrains/terrain-onomo-5183274","90 000 000 CFA","160","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4558936_uploaded_image1_1706007105.jpg"
"1739888468-88","https://sn.coinafrique.com/categorie/terrains","Terrain -  Onomo","https://sn.coinafrique.com/annonce/terrains/terrain-onomo-5183274","90 000 000 CFA","160","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4564223_uploaded_image1_1706286077.jpg"
"1739888468-89","https://sn.coinafrique.com/categorie/terrains","Terrain -  Onomo","https://sn.coinafrique.com/annonce/terrains/terrain-onomo-5183274","90 000 000 CFA","160","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4561577_uploaded_image1_1706139583.jpg"
"1739888468-90","https://sn.coinafrique.com/categorie/terrains","Terrain -  Onomo","https://sn.coinafrique.com/annonce/terrains/terrain-onomo-5183274","90 000 000 CFA","160","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4487789_uploaded_image1_1701871457.jpg"
"1739888468-91","https://sn.coinafrique.com/categorie/terrains","Terrain -  Onomo","https://sn.coinafrique.com/annonce/terrains/terrain-onomo-5183274","90 000 000 CFA","160","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4352790_uploaded_image1_1693181620.jpg"
"1739888471-92","https://sn.coinafrique.com/categorie/terrains","Vente maison - Grand Dakar","https://sn.coinafrique.com/annonce/terrains/vente-maison-grand-dakar-5184237","65 000 000 CFA","150 m2","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_5184237_uploaded_image1_1739454962.jpg"
"1739888471-93","https://sn.coinafrique.com/categorie/terrains","Vente maison - Grand Dakar","https://sn.coinafrique.com/annonce/terrains/vente-maison-grand-dakar-5184237","65 000 000 CFA","150 m2","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_5161439_uploaded_image1_1738268093.jpg"
"1739888471-94","https://sn.coinafrique.com/categorie/terrains","Vente maison - Grand Dakar","https://sn.coinafrique.com/annonce/terrains/vente-maison-grand-dakar-5184237","65 000 000 CFA","150 m2","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_3150834_uploaded_image2_1622729024.jpeg"
"1739888471-95","https://sn.coinafrique.com/categorie/terrains","Vente maison - Grand Dakar","https://sn.coinafrique.com/annonce/terrains/vente-maison-grand-dakar-5184237","65 000 000 CFA","150 m2","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_3863818_uploaded_image1_1662386359.jpg"
"1739888471-96","https://sn.coinafrique.com/categorie/terrains","Vente maison - Grand Dakar","https://sn.coinafrique.com/annonce/terrains/vente-maison-grand-dakar-5184237","65 000 000 CFA","150 m2","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_2257640_uploaded_image1_1591751387.jpg"
