web-scraper-order,web-scraper-start-url,containers,containers-href,salle de bainbain ,adresse,pieces,image-src
"1739974329-180","https://sn.coinafrique.com/categorie/appartements","Location appartement 3pièces -Mermoz","https://sn.coinafrique.com/annonce/appartements/location-appartement-3pieces-mermoz-5151907","3","Point E, Dakar, Sénégal","3","https://images.coinafrique.com/thumb_5151907_uploaded_image1_1737754471.jpg"
"1739974329-181","https://sn.coinafrique.com/categorie/appartements","Location appartement 3pièces -Mermoz","https://sn.coinafrique.com/annonce/appartements/location-appartement-3pieces-mermoz-5151907","3","Point E, Dakar, Sénégal","3","https://images.coinafrique.com/thumb_5156223_uploaded_image1_1738016959.jpg"
"1739974329-182","https://sn.coinafrique.com/categorie/appartements","Location appartement 3pièces -Mermoz","https://sn.coinafrique.com/annonce/appartements/location-appartement-3pieces-mermoz-5151907","3","Point E, Dakar, Sénégal","3","https://images.coinafrique.com/thumb_5151888_uploaded_image1_1737753374.jpg"
"1739974329-183","https://sn.coinafrique.com/categorie/appartements","Location appartement 3pièces -Mermoz","https://sn.coinafrique.com/annonce/appartements/location-appartement-3pieces-mermoz-5151907","3","Point E, Dakar, Sénégal","3","https://images.coinafrique.com/thumb_5151538_uploaded_image1_1737736593.jpg"
"1739974329-184","https://sn.coinafrique.com/categorie/appartements","Location appartement 3pièces -Mermoz","https://sn.coinafrique.com/annonce/appartements/location-appartement-3pieces-mermoz-5151907","3","Point E, Dakar, Sénégal","3","https://images.coinafrique.com/thumb_5136796_uploaded_image1_1736968586.jpg"
"1739974329-185","https://sn.coinafrique.com/categorie/appartements","Location appartement 3pièces -Mermoz","https://sn.coinafrique.com/annonce/appartements/location-appartement-3pieces-mermoz-5151907","3","Point E, Dakar, Sénégal","3","https://images.coinafrique.com/thumb_5130450_uploaded_image1_1736617852.jpg"
"1739974329-186","https://sn.coinafrique.com/categorie/appartements","Location appartement 3pièces -Mermoz","https://sn.coinafrique.com/annonce/appartements/location-appartement-3pieces-mermoz-5151907","3","Point E, Dakar, Sénégal","3","https://images.coinafrique.com/thumb_5006584_uploaded_image1_1729621856.jpg"
"1739974329-187","https://sn.coinafrique.com/categorie/appartements","Location appartement 3pièces -Mermoz","https://sn.coinafrique.com/annonce/appartements/location-appartement-3pieces-mermoz-5151907","3","Point E, Dakar, Sénégal","3","https://images.coinafrique.com/thumb_4880721_uploaded_image1_1722966300.jpg"
"1739974329-188","https://sn.coinafrique.com/categorie/appartements","Location appartement 3pièces -Mermoz","https://sn.coinafrique.com/annonce/appartements/location-appartement-3pieces-mermoz-5151907","3","Point E, Dakar, Sénégal","3","https://images.coinafrique.com/thumb_4866600_uploaded_image1_1722282417.jpg"
"1739974336-189","https://sn.coinafrique.com/categorie/appartements","Location 4pièces - Mamelle","https://sn.coinafrique.com/annonce/appartements/location-4pieces-mamelle-5183295","3","Mamelles, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_5183295_uploaded_image1_1739403368.jpg"
"1739974336-190","https://sn.coinafrique.com/categorie/appartements","Location 4pièces - Mamelle","https://sn.coinafrique.com/annonce/appartements/location-4pieces-mamelle-5183295","3","Mamelles, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_5042529_uploaded_image1_1731525894.jpg"
"1739974336-191","https://sn.coinafrique.com/categorie/appartements","Location 4pièces - Mamelle","https://sn.coinafrique.com/annonce/appartements/location-4pieces-mamelle-5183295","3","Mamelles, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_5004754_uploaded_image1_1729534584.jpg"
"1739974336-192","https://sn.coinafrique.com/categorie/appartements","Location 4pièces - Mamelle","https://sn.coinafrique.com/annonce/appartements/location-4pieces-mamelle-5183295","3","Mamelles, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_4862552_uploaded_image1_1722015166.jpg"
"1739974340-193","https://sn.coinafrique.com/categorie/appartements","Location appartement 4pièces -Point E","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-point-e-5148520","3","Point E, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_5183091_uploaded_image1_1739394895.jpg"
"1739974340-194","https://sn.coinafrique.com/categorie/appartements","Location appartement 4pièces -Point E","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-point-e-5148520","3","Point E, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_5148520_uploaded_image1_1737587453.jpg"
"1739974340-195","https://sn.coinafrique.com/categorie/appartements","Location appartement 4pièces -Point E","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-point-e-5148520","3","Point E, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_5148241_uploaded_image1_1737575852.jpg"
"1739974340-196","https://sn.coinafrique.com/categorie/appartements","Location appartement 4pièces -Point E","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-point-e-5148520","3","Point E, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_5142542_uploaded_image1_1737305556.jpg"
"1739974340-197","https://sn.coinafrique.com/categorie/appartements","Location appartement 4pièces -Point E","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-point-e-5148520","3","Point E, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_5153085_uploaded_image1_1737830930.jpg"
"1739974340-198","https://sn.coinafrique.com/categorie/appartements","Location appartement 4pièces -Point E","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-point-e-5148520","3","Point E, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_5127495_uploaded_image1_1736446394.jpg"
"1739974340-199","https://sn.coinafrique.com/categorie/appartements","Location appartement 4pièces -Point E","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-point-e-5148520","3","Point E, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_5081482_uploaded_image1_1733615227.jpg"
"1739974340-200","https://sn.coinafrique.com/categorie/appartements","Location appartement 4pièces -Point E","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-point-e-5148520","3","Point E, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_5004677_uploaded_image1_1729532641.jpg"
"1739974340-201","https://sn.coinafrique.com/categorie/appartements","Location appartement 4pièces -Point E","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-point-e-5148520","3","Point E, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_4985346_uploaded_image1_1728495559.jpg"
"1739974340-202","https://sn.coinafrique.com/categorie/appartements","Location appartement 4pièces -Point E","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-point-e-5148520","3","Point E, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_4945631_uploaded_image1_1726426197.jpg"
"1739974340-203","https://sn.coinafrique.com/categorie/appartements","Location appartement 4pièces -Point E","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-point-e-5148520","3","Point E, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_4884977_uploaded_image1_1723159422.jpg"
"1739974340-204","https://sn.coinafrique.com/categorie/appartements","Location appartement 4pièces -Point E","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-point-e-5148520","3","Point E, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_5183313_uploaded_image1_1739404057.jpg"
"1739974345-205","https://sn.coinafrique.com/categorie/appartements","Location studio meublé -Cite Addoha","https://sn.coinafrique.com/annonce/appartements/location-studio-meuble-cite-addoha-5183303","1","Dakar Plateau, Dakar, Sénégal","1","https://images.coinafrique.com/thumb_5183303_uploaded_image1_1739403738.jpg"
"1739974350-206","https://sn.coinafrique.com/categorie/appartements","Location appartement 4pièces -Sicap karack","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-sicap-karack-5183313","3","Mermoz-Sacré Coeur, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_5183313_uploaded_image1_1739404057.jpg"
"1739974356-207","https://sn.coinafrique.com/categorie/appartements","Location appartements 03 pièces -Soprim  Parcelle assainies","https://sn.coinafrique.com/annonce/appartements/location-appartements-03-pieces-soprim-parcelle-assainies-5183289","2","Parcelle Assainies, Dakar, Sénégal","3","https://images.coinafrique.com/thumb_5183289_uploaded_image1_1739403223.jpg"
"1739974361-208","https://sn.coinafrique.com/categorie/appartements","Location appartement 4pièces -Sacre-coeur 1","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-sacre-coeur-1-5151935","4","Sacré-Coeur, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_5151935_uploaded_image1_1737756152.jpg"
"1739974361-209","https://sn.coinafrique.com/categorie/appartements","Location appartement 4pièces -Sacre-coeur 1","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-sacre-coeur-1-5151935","4","Sacré-Coeur, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_5171817_uploaded_image1_1738779270.jpg"
"1739974361-210","https://sn.coinafrique.com/categorie/appartements","Location appartement 4pièces -Sacre-coeur 1","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-sacre-coeur-1-5151935","4","Sacré-Coeur, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_5124066_uploaded_image1_1736281745.jpg"
"1739974361-211","https://sn.coinafrique.com/categorie/appartements","Location appartement 4pièces -Sacre-coeur 1","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-sacre-coeur-1-5151935","4","Sacré-Coeur, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_5114386_uploaded_image1_1735681460.jpg"
"1739974367-212","https://sn.coinafrique.com/categorie/appartements","Location appartement 3pièces -Mermoz","https://sn.coinafrique.com/annonce/appartements/location-appartement-3pieces-mermoz-5156223","150 m2","Mermoz-Sacré Coeur, Dakar, Sénégal","3","https://images.coinafrique.com/thumb_5156223_uploaded_image1_1738016959.jpg"
"1739974367-213","https://sn.coinafrique.com/categorie/appartements","Location appartement 3pièces -Mermoz","https://sn.coinafrique.com/annonce/appartements/location-appartement-3pieces-mermoz-5156223","150 m2","Mermoz-Sacré Coeur, Dakar, Sénégal","3","https://images.coinafrique.com/thumb_5151888_uploaded_image1_1737753374.jpg"
"1739974367-214","https://sn.coinafrique.com/categorie/appartements","Location appartement 3pièces -Mermoz","https://sn.coinafrique.com/annonce/appartements/location-appartement-3pieces-mermoz-5156223","150 m2","Mermoz-Sacré Coeur, Dakar, Sénégal","3","https://images.coinafrique.com/thumb_5151538_uploaded_image1_1737736593.jpg"
"1739974367-215","https://sn.coinafrique.com/categorie/appartements","Location appartement 3pièces -Mermoz","https://sn.coinafrique.com/annonce/appartements/location-appartement-3pieces-mermoz-5156223","150 m2","Mermoz-Sacré Coeur, Dakar, Sénégal","3","https://images.coinafrique.com/thumb_5136796_uploaded_image1_1736968586.jpg"
"1739974367-216","https://sn.coinafrique.com/categorie/appartements","Location appartement 3pièces -Mermoz","https://sn.coinafrique.com/annonce/appartements/location-appartement-3pieces-mermoz-5156223","150 m2","Mermoz-Sacré Coeur, Dakar, Sénégal","3","https://images.coinafrique.com/thumb_5130450_uploaded_image1_1736617852.jpg"
"1739974367-217","https://sn.coinafrique.com/categorie/appartements","Location appartement 3pièces -Mermoz","https://sn.coinafrique.com/annonce/appartements/location-appartement-3pieces-mermoz-5156223","150 m2","Mermoz-Sacré Coeur, Dakar, Sénégal","3","https://images.coinafrique.com/thumb_5006584_uploaded_image1_1729621856.jpg"
"1739974367-218","https://sn.coinafrique.com/categorie/appartements","Location appartement 3pièces -Mermoz","https://sn.coinafrique.com/annonce/appartements/location-appartement-3pieces-mermoz-5156223","150 m2","Mermoz-Sacré Coeur, Dakar, Sénégal","3","https://images.coinafrique.com/thumb_4880721_uploaded_image1_1722966300.jpg"
"1739974367-219","https://sn.coinafrique.com/categorie/appartements","Location appartement 3pièces -Mermoz","https://sn.coinafrique.com/annonce/appartements/location-appartement-3pieces-mermoz-5156223","150 m2","Mermoz-Sacré Coeur, Dakar, Sénégal","3","https://images.coinafrique.com/thumb_4866600_uploaded_image1_1722282417.jpg"
"1739974371-220","https://sn.coinafrique.com/categorie/appartements","Location appartements 4pièces - Ngor","https://sn.coinafrique.com/annonce/appartements/location-appartements-4pieces-ngor-5158213","2","Ngor, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_5158213_uploaded_image1_1738110440.jpg"
"1739974371-221","https://sn.coinafrique.com/categorie/appartements","Location appartements 4pièces - Ngor","https://sn.coinafrique.com/annonce/appartements/location-appartements-4pieces-ngor-5158213","2","Ngor, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_5042746_uploaded_image1_1731533852.jpg"
"1739974371-222","https://sn.coinafrique.com/categorie/appartements","Location appartements 4pièces - Ngor","https://sn.coinafrique.com/annonce/appartements/location-appartements-4pieces-ngor-5158213","2","Ngor, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_5030541_uploaded_image1_1730924192.jpg"
"1739974371-223","https://sn.coinafrique.com/categorie/appartements","Location appartements 4pièces - Ngor","https://sn.coinafrique.com/annonce/appartements/location-appartements-4pieces-ngor-5158213","2","Ngor, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_4866611_uploaded_image1_1722282799.jpg"
"1739974375-224","https://sn.coinafrique.com/categorie/appartements","Location appartements 5pièces -Ngor","https://sn.coinafrique.com/annonce/appartements/location-appartements-5pieces-ngor-5158222","4","Ngor, Dakar, Sénégal","5","https://images.coinafrique.com/thumb_5158222_uploaded_image1_1738110707.jpg"
"1739974380-225","https://sn.coinafrique.com/categorie/appartements","Location appartement -Ouest-foire","https://sn.coinafrique.com/annonce/appartements/location-appartement-ouest-foire-5174050","3","Ouest Foire, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_5174050_uploaded_image1_1738887329.jpg"
"1739974380-226","https://sn.coinafrique.com/categorie/appartements","Location appartement -Ouest-foire","https://sn.coinafrique.com/annonce/appartements/location-appartement-ouest-foire-5174050","3","Ouest Foire, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_5151524_uploaded_image1_1737736323.jpg"
"1739974380-227","https://sn.coinafrique.com/categorie/appartements","Location appartement -Ouest-foire","https://sn.coinafrique.com/annonce/appartements/location-appartement-ouest-foire-5174050","3","Ouest Foire, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_5185956_uploaded_image1_1739546325.jpg"
"1739974380-228","https://sn.coinafrique.com/categorie/appartements","Location appartement -Ouest-foire","https://sn.coinafrique.com/annonce/appartements/location-appartement-ouest-foire-5174050","3","Ouest Foire, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_5136846_uploaded_image1_1736970774.jpg"
"1739974380-229","https://sn.coinafrique.com/categorie/appartements","Location appartement -Ouest-foire","https://sn.coinafrique.com/annonce/appartements/location-appartement-ouest-foire-5174050","3","Ouest Foire, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_5136635_uploaded_image1_1736963542.jpg"
"1739974380-230","https://sn.coinafrique.com/categorie/appartements","Location appartement -Ouest-foire","https://sn.coinafrique.com/annonce/appartements/location-appartement-ouest-foire-5174050","3","Ouest Foire, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_5136909_uploaded_image1_1736973044.jpg"
"1739974380-231","https://sn.coinafrique.com/categorie/appartements","Location appartement -Ouest-foire","https://sn.coinafrique.com/annonce/appartements/location-appartement-ouest-foire-5174050","3","Ouest Foire, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_5127682_uploaded_image1_1736452763.jpg"
"1739974380-232","https://sn.coinafrique.com/categorie/appartements","Location appartement -Ouest-foire","https://sn.coinafrique.com/annonce/appartements/location-appartement-ouest-foire-5174050","3","Ouest Foire, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_5127665_uploaded_image1_1736452168.jpg"
"1739974380-233","https://sn.coinafrique.com/categorie/appartements","Location appartement -Ouest-foire","https://sn.coinafrique.com/annonce/appartements/location-appartement-ouest-foire-5174050","3","Ouest Foire, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_5127687_uploaded_image1_1736452946.jpg"
"1739974383-234","https://sn.coinafrique.com/categorie/appartements","Location appartements 2 pièces - Ouakam","https://sn.coinafrique.com/annonce/appartements/location-appartements-2-pieces-ouakam-5163402","1","Ouakam, Dakar, Sénégal","2","https://images.coinafrique.com/thumb_5163402_uploaded_image1_1738372044.jpg"
"1739974383-235","https://sn.coinafrique.com/categorie/appartements","Location appartements 2 pièces - Ouakam","https://sn.coinafrique.com/annonce/appartements/location-appartements-2-pieces-ouakam-5163402","1","Ouakam, Dakar, Sénégal","2","https://images.coinafrique.com/thumb_5167079_uploaded_image1_1738589693.jpg"
"1739974383-236","https://sn.coinafrique.com/categorie/appartements","Location appartements 2 pièces - Ouakam","https://sn.coinafrique.com/annonce/appartements/location-appartements-2-pieces-ouakam-5163402","1","Ouakam, Dakar, Sénégal","2","https://images.coinafrique.com/thumb_5155543_uploaded_image1_1737991422.jpg"
"1739974383-237","https://sn.coinafrique.com/categorie/appartements","Location appartements 2 pièces - Ouakam","https://sn.coinafrique.com/annonce/appartements/location-appartements-2-pieces-ouakam-5163402","1","Ouakam, Dakar, Sénégal","2","https://images.coinafrique.com/thumb_5132265_uploaded_image1_1736763416.jpg"
"1739974383-238","https://sn.coinafrique.com/categorie/appartements","Location appartements 2 pièces - Ouakam","https://sn.coinafrique.com/annonce/appartements/location-appartements-2-pieces-ouakam-5163402","1","Ouakam, Dakar, Sénégal","2","https://images.coinafrique.com/thumb_5096106_uploaded_image1_1734450195.jpg"
"1739974383-239","https://sn.coinafrique.com/categorie/appartements","Location appartements 2 pièces - Ouakam","https://sn.coinafrique.com/annonce/appartements/location-appartements-2-pieces-ouakam-5163402","1","Ouakam, Dakar, Sénégal","2","https://images.coinafrique.com/thumb_5046807_uploaded_image1_1731754721.jpg"
"1739974383-240","https://sn.coinafrique.com/categorie/appartements","Location appartements 2 pièces - Ouakam","https://sn.coinafrique.com/annonce/appartements/location-appartements-2-pieces-ouakam-5163402","1","Ouakam, Dakar, Sénégal","2","https://images.coinafrique.com/thumb_4951256_uploaded_image1_1726733505.jpg"
"1739974388-241","https://sn.coinafrique.com/categorie/appartements","Location appartements 3 pièces - Mamelles","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-mamelles-5163420","2","Mamelles, Dakar, Sénégal","3","https://images.coinafrique.com/thumb_4830576_uploaded_image1_1720356514.jpg"
"1739974388-242","https://sn.coinafrique.com/categorie/appartements","Location appartements 3 pièces - Mamelles","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-mamelles-5163420","2","Mamelles, Dakar, Sénégal","3","https://images.coinafrique.com/thumb_5163420_uploaded_image1_1738372534.jpg"
"1739974388-243","https://sn.coinafrique.com/categorie/appartements","Location appartements 3 pièces - Mamelles","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-mamelles-5163420","2","Mamelles, Dakar, Sénégal","3","https://images.coinafrique.com/thumb_5183295_uploaded_image1_1739403368.jpg"
"1739974388-244","https://sn.coinafrique.com/categorie/appartements","Location appartements 3 pièces - Mamelles","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-mamelles-5163420","2","Mamelles, Dakar, Sénégal","3","https://images.coinafrique.com/thumb_5191762_uploaded_image1_1739896815.jpg"
"1739974388-245","https://sn.coinafrique.com/categorie/appartements","Location appartements 3 pièces - Mamelles","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-mamelles-5163420","2","Mamelles, Dakar, Sénégal","3","https://images.coinafrique.com/thumb_5191748_uploaded_image1_1739896434.jpg"
"1739974388-246","https://sn.coinafrique.com/categorie/appartements","Location appartements 3 pièces - Mamelles","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-mamelles-5163420","2","Mamelles, Dakar, Sénégal","3","https://images.coinafrique.com/thumb_5191743_uploaded_image1_1739896315.jpg"
"1739974388-247","https://sn.coinafrique.com/categorie/appartements","Location appartements 3 pièces - Mamelles","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-mamelles-5163420","2","Mamelles, Dakar, Sénégal","3","https://images.coinafrique.com/thumb_5164977_uploaded_image1_1738461687.jpg"
"1739974393-248","https://sn.coinafrique.com/categorie/appartements","Location appartement à Ouakam","https://sn.coinafrique.com/annonce/appartements/location-appartement-a-ouakam-5156331","4","Ouakam, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_5167079_uploaded_image1_1738589693.jpg"
"1739974393-249","https://sn.coinafrique.com/categorie/appartements","Location appartement à Ouakam","https://sn.coinafrique.com/annonce/appartements/location-appartement-a-ouakam-5156331","4","Ouakam, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_5186014_uploaded_image1_1739548323.jpg"
"1739974393-250","https://sn.coinafrique.com/categorie/appartements","Location appartement à Ouakam","https://sn.coinafrique.com/annonce/appartements/location-appartement-a-ouakam-5156331","4","Ouakam, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_5115541_uploaded_image1_1735816626.jpg"
"1739974393-251","https://sn.coinafrique.com/categorie/appartements","Location appartement à Ouakam","https://sn.coinafrique.com/annonce/appartements/location-appartement-a-ouakam-5156331","4","Ouakam, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_5043660_uploaded_image1_1731587249.jpg"
"1739974393-252","https://sn.coinafrique.com/categorie/appartements","Location appartement à Ouakam","https://sn.coinafrique.com/annonce/appartements/location-appartement-a-ouakam-5156331","4","Ouakam, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_4932872_uploaded_image1_1725722138.jpg"
"1739974393-253","https://sn.coinafrique.com/categorie/appartements","Location appartement à Ouakam","https://sn.coinafrique.com/annonce/appartements/location-appartement-a-ouakam-5156331","4","Ouakam, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_4932833_uploaded_image1_1725720135.jpg"
"1739974393-254","https://sn.coinafrique.com/categorie/appartements","Location appartement à Ouakam","https://sn.coinafrique.com/annonce/appartements/location-appartement-a-ouakam-5156331","4","Ouakam, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_4887235_uploaded_image1_1723294398.jpg"
"1739974393-255","https://sn.coinafrique.com/categorie/appartements","Location appartement à Ouakam","https://sn.coinafrique.com/annonce/appartements/location-appartement-a-ouakam-5156331","4","Ouakam, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_4854949_uploaded_image1_1721648256.jpg"
"1739974393-256","https://sn.coinafrique.com/categorie/appartements","Location appartement à Ouakam","https://sn.coinafrique.com/annonce/appartements/location-appartement-a-ouakam-5156331","4","Ouakam, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_4843584_uploaded_image1_1721040267.jpg"
"1739974393-257","https://sn.coinafrique.com/categorie/appartements","Location appartement à Ouakam","https://sn.coinafrique.com/annonce/appartements/location-appartement-a-ouakam-5156331","4","Ouakam, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_4839361_uploaded_image1_1720770926.jpg"
"1739974398-258","https://sn.coinafrique.com/categorie/appartements","Location studio à Mermoz","https://sn.coinafrique.com/annonce/appartements/location-studio-a-mermoz-5156343","2","Mermoz-Sacré Coeur, Dakar, Sénégal","2","https://images.coinafrique.com/thumb_5166809_uploaded_image1_1738581381.jpg"
"1739974398-259","https://sn.coinafrique.com/categorie/appartements","Location studio à Mermoz","https://sn.coinafrique.com/annonce/appartements/location-studio-a-mermoz-5156343","2","Mermoz-Sacré Coeur, Dakar, Sénégal","2","https://images.coinafrique.com/thumb_5156343_uploaded_image1_1738024140.jpg"
"1739974398-260","https://sn.coinafrique.com/categorie/appartements","Location studio à Mermoz","https://sn.coinafrique.com/annonce/appartements/location-studio-a-mermoz-5156343","2","Mermoz-Sacré Coeur, Dakar, Sénégal","2","https://images.coinafrique.com/thumb_5151594_uploaded_image1_1737738597.jpg"
"1739974398-261","https://sn.coinafrique.com/categorie/appartements","Location studio à Mermoz","https://sn.coinafrique.com/annonce/appartements/location-studio-a-mermoz-5156343","2","Mermoz-Sacré Coeur, Dakar, Sénégal","2","https://images.coinafrique.com/thumb_5179435_uploaded_image1_1739208341.jpg"
"1739974398-262","https://sn.coinafrique.com/categorie/appartements","Location studio à Mermoz","https://sn.coinafrique.com/annonce/appartements/location-studio-a-mermoz-5156343","2","Mermoz-Sacré Coeur, Dakar, Sénégal","2","https://images.coinafrique.com/thumb_4854940_uploaded_image1_1721647891.jpg"
"1739974398-263","https://sn.coinafrique.com/categorie/appartements","Location studio à Mermoz","https://sn.coinafrique.com/annonce/appartements/location-studio-a-mermoz-5156343","2","Mermoz-Sacré Coeur, Dakar, Sénégal","2","https://images.coinafrique.com/thumb_4525945_uploaded_image1_1704323690.jpg"
"1739974402-264","https://sn.coinafrique.com/categorie/appartements","Location appartement F3  à Yoff Apecsy","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-a-yoff-apecsy-5187922","2","Yoff, Dakar, Sénégal","3",""
"1739974409-265","https://sn.coinafrique.com/categorie/appartements","Location studio à Yoff Apecsy","https://sn.coinafrique.com/annonce/appartements/location-studio-a-yoff-apecsy-5187927","1","Yoff, Dakar, Sénégal","2",""
"1739974414-266","https://sn.coinafrique.com/categorie/appartements","Location appartement F5 haut standing  sur l'avenue Cheikh ...","https://sn.coinafrique.com/annonce/appartements/location-appartement-f5-haut-standing-sur-lavenue-cheikh-anta-diop-5187932","4","Dakar, Sénégal","5",""
"1739974419-267","https://sn.coinafrique.com/categorie/appartements","Location appartement  4 pièces - sacre coeur 1","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-sacre-coeur-1-5153557","4","Sacré-Coeur, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_5153557_uploaded_image1_1737881266.jpg"
"1739974419-268","https://sn.coinafrique.com/categorie/appartements","Location appartement  4 pièces - sacre coeur 1","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-sacre-coeur-1-5153557","4","Sacré-Coeur, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_5043383_uploaded_image1_1731579386.jpg"
"1739974419-269","https://sn.coinafrique.com/categorie/appartements","Location appartement  4 pièces - sacre coeur 1","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-sacre-coeur-1-5153557","4","Sacré-Coeur, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_4922875_uploaded_image1_1725278704.jpg"
"1739974419-270","https://sn.coinafrique.com/categorie/appartements","Location appartement  4 pièces - sacre coeur 1","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-sacre-coeur-1-5153557","4","Sacré-Coeur, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_4878554_uploaded_image1_1722874256.jpg"
"1739974419-271","https://sn.coinafrique.com/categorie/appartements","Location appartement  4 pièces - sacre coeur 1","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-sacre-coeur-1-5153557","4","Sacré-Coeur, Dakar, Sénégal","4","https://images.coinafrique.com/thumb_4729155_uploaded_image1_1715011970.jpg"
"1739974423-272","https://sn.coinafrique.com/categorie/appartements","Location appartements 3 pièces - Ngor","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-ngor-5178590","2","Ngor, Dakar, Sénégal","3","https://images.coinafrique.com/thumb_5184045_uploaded_image1_1739446884.jpg"
"1739974423-273","https://sn.coinafrique.com/categorie/appartements","Location appartements 3 pièces - Ngor","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-ngor-5178590","2","Ngor, Dakar, Sénégal","3","https://images.coinafrique.com/thumb_5174944_uploaded_image1_1738935857.jpg"
"1739974423-274","https://sn.coinafrique.com/categorie/appartements","Location appartements 3 pièces - Ngor","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-ngor-5178590","2","Ngor, Dakar, Sénégal","3","https://images.coinafrique.com/thumb_5193171_uploaded_image1_1739971413.jpg"
